Qian Weicheng;Landacape and flowers (album w/12 works);06.04.2011;5,147,002
Pierre Soulages;Peinture;02.13.2013;5,144,387
Francis Bacon;Study for a Pope VI;02.05.2004;5,141,287
Paul Cézanne;Ferme en Normandie,été (Hattenville);06.24.1997;5,140,117
Lang Shining (Giuseppe Castiglione);An Imperial portrait of Consort ChunhuiREPEAT SALE;05.27.2012;5,139,566
Yves Klein;F 88;02.10.2010;5,138,467
Claude Monet;La Promenade d′ArgenteuilREPEAT SALE;06.24.1998;5,135,834
Zeng Fanzhi;Fly;05.26.2012;5,134,282
Jeff Koons;Loopy;06.30.2010;5,126,024
Mark Rothko;Untitled;03.10.2015;5,125,394
Zeng Fanzhi;Hospital series (triptych);12.01.2010;5,123,129
Franz Kline;Mars black and white;11.12.2008;5,122,500
Alexej Jawlensky--Alexej von Jawlensky;Odalyske;05.06.2009;5,122,500
Egon Schiele;Weiblicher rückenakt (Fragment)(female nude seen from the back - Fragment);05.05.2010;5,122,500
Gustave Caillebotte;La Seine à Argenteuil;11.03.2010;5,122,500
Andy Warhol;Dollar sign;11.10.2010;5,122,500
Joan Miró;Peinture (Per a Emili Fernández Miró);05.03.2011;5,122,500
Fernand Léger;Le Compotier (Nature morte)REPEAT SALE;05.04.2011;5,122,500
Pablo Picasso;La femme qui pleure, I;11.01.2011;5,122,500
Pablo Picasso;Femme assise;11.01.2011;5,122,500
Lucas Cranach (the Elder);LucretiaREPEAT SALE;01.26.2012;5,122,500
Wen Jia;Thatched cottage in the southern village (Nancun caotang Tu) (after Wang Meng);03.22.2012;5,122,500
Edvard Munch;Kvinne som speiler seg (Woman Looking in the Mirror);05.02.2012;5,122,500
Christopher Wool;Untitled (W38);05.09.2012;5,122,500
Joan Mitchell;UntitledREPEAT SALE;11.13.2012;5,122,500
Pieter Brueghel the Elder;The drunkard pushed into the pigsty;07.10.2002;5,121,032
Lyonel Feininger;Raddampfer am Landungssteg (Side-wheel steamer at the landing);02.08.2011;5,118,550
;Abstraktes BildREPEAT SALE;02.16.2011;5,118,550
Paul Klee;Gartenfigur;02.23.2009;5,111,560
Michelangelo--Buonarroti;A male nude, seen from behind (+ Male nudes (studies), verso);07.05.2011;5,111,242
Andy Warhol;Nine multicoloured Marilyns (from Reversal series);02.15.2011;5,110,289
Roy Lichtenstein;Step-on can with leg (in 2 attached parts)REPEAT SALE;05.12.2004;5,104,000
Jean Honoré Fragonard--Jean-Honoré Fragonard;Girl holding a dove (Marie-Catherine Colombe?);12.13.2000;5,102,447
Joan Miró;Painting (The Circus Horse);06.24.2014;5,097,538
Pablo Picasso;Buste de femme (Dora Maar)REPEAT SALE;02.02.2004;5,094,897
Roy Lichtenstein;The Prisoner;05.13.2014;5,093,000
Caspar Netscher;Woman feeding a parrot;06.04.2014;5,093,000
Georgia O′Keeffe--Georgia O'Keeffe;On the old Santa Fe road;11.20.2014;5,093,000
Carlo Carrà;Solitudine;02.04.2014;5,088,447
;Untitled (from the series Hand-Painted Pictures);10.11.2012;5,084,871
Cy Twombly;Untitled;11.14.2007;5,081,000
Lucas Cranach (the Elder);Portrait of a young lady holding grapes and apples;01.24.2008;5,081,000
Joan Mitchell;Untitled;05.14.2008;5,081,000
Egon Schiele;Sitzender weiblicher Halbakt in grüner Bluse;05.09.2007;5,080,000
George Stubbs;Portrait of The Royal tiger;06.08.1995;5,073,927
Qi Baishi;Wooden house in the wild;11.19.2011;5,071,984
Francisco de Goya;A still life of dead hares;01.24.2003;5,069,500
Frida Kahlo;Self-portrait;05.31.2000;5,065,750
Claude Monet;Antibes vue de la salis;11.09.2000;5,065,750
Claude Monet;Nympheas;11.12.1996;5,062,500
Vincent van Gogh;Bâteaux de pêches sur la plage à Saintes-Maries-de-la-Mer, Mediterranée;05.05.1998;5,062,500
Piet Mondrian;Composition in a square with red corner. Picture No. 3;11.18.1986;5,060,000
Paul Cézanne;Dans la vallée de l′Oise;11.14.1988;5,060,000
Paul Cézanne;Les reflets dans l′eau;10.18.1989;5,060,000
Frank Stella;Tomlinson Court Park;11.08.1989;5,060,000
Konstantin Andreevich Somov;Pastorale russe;11.29.2006;5,056,618
Henry Moore;Large four piece reclining figureREPEAT SALE;05.02.2006;5,056,000
Claude Monet;Près Monte-Carlo;05.03.2006;5,056,000
Xu Beihong;Seven magpies;06.03.2012;5,054,310
Pablo Picasso;Homme à l′épée;02.07.2005;5,052,474
Jean-Michel Basquiat;Untitled (Bracco di Ferro)REPEAT SALE;05.15.2013;5,051,750
Pierre-Auguste Renoir;La baigneuse;06.28.1999;5,050,641
Pablo Picasso;Femme nue assise dans un fauteuil;11.04.2004;5,048,000
George Wesley Bellows;The knock out;12.01.2004;5,048,000
Dai Cang;Portrait of Wang shizhen;05.22.2011;5,047,743
Qiu Ying;Spring river;12.04.2010;5,043,151
Wang Guxiang;Untitled (album w/ 18 works);12.04.2010;5,043,151
Zeng Fanzhi;The Tiger;05.13.2013;5,040,000
Auguste Rodin;L′âge d′airain;06.23.2010;5,026,708
Andy Warhol;The Kiss (Bela Lugosi);05.22.2012;5,025,139
Pierre-Auguste Renoir;La lecture;05.08.2007;5,024,000
;Portrait of Countess Liubov Il′inichna Kusheleva, née Bezborodko (1783-1809) with children Aleksandr (1800-1855) and Grigorii (1801-1855);06.02.2014;5,019,681
Henry Moore;Arch form;11.06.2008;5,010,500
Christopher Wool;Blue fool;05.11.2010;5,010,500
Paul Klee;Pflanze und Fenster Stilleben;11.03.2010;5,010,500
Joan Mitchell;Mont St. Hilaire;05.11.2011;5,010,500
;Wolken (Rosa)(triptych)REPEAT SALE;05.11.2011;5,010,500
Alberto Giacometti;Tête de DiegoREPEAT SALE;11.01.2011;5,010,500
Henry Moore;Reclining figureREPEAT SALE;05.01.2012;5,010,500
Cy Twombly;Untitled No. 3;05.08.2012;5,010,500
Roberto Matta;La révolte des contraires;05.22.2012;5,010,500
Cy Twombly;Untitled;11.14.2012;5,010,500
Amedeo Modigliani;Cariatide (+ Cariatide; pair);02.08.2005;5,006,500
Andy Warhol;Four multicoloured Marilyns (reversals series)REPEAT SALE;02.10.2015;5,004,698
Claude Monet;Vétheuil, après-midi d′automne;02.03.2004;5,002,001
Zao Wou-Ki;14. 11. 63.;05.28.2011;4,999,300
Andy Warhol;Nine multicolored Marilyns (from the Reversal Series);06.29.2008;4,998,976
Mark Rothko;Black, white, blue;06.30.2008;4,998,976
Jeff Koons;Auto;06.30.2008;4,998,976
Sir Stanley Spencer;The Scarecrow, Cookham;06.25.2014;4,996,919
Gustav Bauernfeind;The Gate of the Great Umayyad Mosque, Damascus;07.02.2008;4,995,469
Ali Mihr;Qajar royal portrait of Fath′Ali Shah attended by a prince;04.09.2014;4,994,527
Sanyu;Pink LotusREPEAT SALE;05.26.2012;4,990,017
Fu Baoshi;Chess playing;04.06.2010;4,988,346
Joan Mitchell;County Clare;05.14.2013;4,981,000
Rosemarie Trockel;Untitled (in 2 parts);05.14.2014;4,981,000
René Magritte;Mesdemoiselles de l′Isle Adam;11.05.2014;4,981,000
Joan Miró;Peinture;11.05.2014;4,981,000
Alberto Burri;Combustione legno;10.13.2011;4,978,751
Lucian Freud;Boy′s head;10.13.2011;4,978,751
Claude Monet;Matinée sur la Seine, près de Giverny;06.25.2001;4,977,048
Irma Stern;Arab priest;03.23.2011;4,974,809
Jean Honoré Fragonard--Jean-Honoré Fragonard;Two girls on a bed playing with their dogsREPEAT SALE;07.05.2006;4,974,120
Peter Doig;Night playground;06.30.2009;4,971,281
;Abstraktes Bild;11.13.2007;4,969,000
Zhang Xiaogang;Family portrait;11.14.2007;4,969,000
Master of 475;A highly important buff sandstone figure of Buddha;03.21.2008;4,969,000
Paul Gauguin;Femmes au bord de la rivière;11.27.1995;4,968,862
Vincent van Gogh;View from Vincent′s windowREPEAT SALE;05.09.2007;4,968,000
Jean Prouvé;The prototype large Maison Tropicale for Brazzaville;06.05.2007;4,968,000
Juan Gris;Le violon;02.23.2009;4,967,897
Norman Rockwell;Rosie the riveter;05.22.2002;4,959,500
Andy Warhol;Big electric chair;11.13.2002;4,959,500
;Der Kongress (Professor Zander);11.15.2000;4,956,000
Wassily Kandinsky;Berglandschaft mit Dorf I;11.05.2001;4,956,000
Pablo Picasso;Tête de femme (Fernande);11.06.2001;4,956,000
Pablo Picasso;Femme à la collerette;11.09.2000;4,955,750
;Abstraktes BildREPEAT SALE;05.09.2012;4,954,500
Pablo Picasso;La toilette de Vénus;11.12.1997;4,952,500
Henri Matisse;Les glaieuls;11.06.2000;4,952,500
Jasper Johns;Jubilee;11.13.1991;4,950,000
Pieter Brueghel II--PIETER BRUEGHEL THE YOUNGER;The bad shepherd;07.08.2008;4,948,621
Wassily Kandinsky;Ohne titel (untitled);02.03.2015;4,945,568
Marc Chagall;Les maisonnettes rouges;02.03.2015;4,945,568
Lucio Fontana;Concetto Spaziale, AtteseREPEAT SALE;06.21.2007;4,944,651
Pierre Bonnard;Paysage du Cannet;11.02.2005;4,944,000
David Smith;Jurassic bird;11.08.2005;4,944,000
Lucas Cranach (the Elder);St. Barbara in a wooded landscape;04.06.2006;4,944,000
David Smith;Drawing 9/11/53;11.15.2006;4,944,000
Paul Delvaux;La ville inquiète;12.10.1998;4,941,793
Henri Matisse;Jeune femme assise en robe griseREPEAT SALE;05.08.2013;4,939,750
Jean-Michel Basquiat;Danny RosenREPEAT SALE;05.15.2013;4,939,750
Andy Warhol;Self-portraitREPEAT SALE;07.02.2014;4,937,146
Fernand Léger;Le disque rouge;11.04.2004;4,936,000
Henri Matisse;La pudeur - L′Italienne;06.24.2008;4,931,334
Juan Muñoz;Conversation piece (in 2 parts);02.15.2011;4,930,148
Kees van Dongen;L′actrice Lili Damita;02.09.2011;4,928,003
Thomas Moran;Mists in the Yellowstone;07.24.2004;4,928,000
Claude Monet;Le Pont Routier, Argenteuil;06.27.1989;4,926,641
Zao Wou-Ki;30.7.64.;10.05.2013;4,926,171
Andy Warhol;Cagney;05.14.2013;4,925,000
Andy Warhol;Diamond Dust Shoes;11.12.2013;4,925,000
Paul Gauguin;Bouquets et céramique sur une commode;06.19.2007;4,922,295
Lucian Freud;Head on a green sofa;02.12.2014;4,920,862
Marc Chagall;La neige;06.18.2007;4,910,123
Frans Hals I--Frans Hals;Portrait of a gentleman, half-length in black with lace collar and cuffs, and wearing a broad-brimmed black hat;12.04.2013;4,907,087
Claude Monet;La côte de VarengevilleREPEAT SALE;06.24.2014;4,906,880
Alberto Giacometti;Nu debout;06.23.2014;4,905,150
Joaquín Sorolla y Bastida;Pescador, Valencia (Young fisherman, Valencia);11.23.2010;4,902,561
;Abstraktes Bild (Rot);10.17.2008;4,901,156
Johann Joseph Zoffany--johan joseph zoffany;The Dutton Family in the drawing room of Sherborne Park, Gloucestershire;06.14.2001;4,900,557
Pablo Picasso;Femme au chapeau bleu garni d′une guirlande;11.03.2008;4,898,500
Tamara de Lempicka;Portrait de Marjorie FerryREPEAT SALE;05.05.2009;4,898,500
Donald Judd;Untitled (in 10 parts);11.10.2009;4,898,500
Juan Muñoz;Conversation piece III (in 6 parts);05.12.2010;4,898,500
Roy Lichtenstein;Girl in mirror;11.10.2010;4,898,500
Fra Bartolommeo--Baccio della Porta;Saint Jerome in the wilderness;01.26.2012;4,898,500
Gerrit Dou;Alter Maler in seinem Atelier;05.12.2012;4,894,762
William Holman Hunt;Isabella and the Pot of Basil;06.17.2014;4,894,485
Jusepe de Ribera;The martyrdom of ST Bartholomew;07.04.1990;4,892,368
Claude Monet;La Seine près de Vétheuil, temps orageuxREPEAT SALE;06.28.2011;4,891,220
Qi Baishi;Dragonflies under wisteria;11.22.2010;4,890,461
Giovanni Domenico Tiepolo;The celebrated deeds of the Porto family of Vicenza (6 works);07.03.2013;4,889,545
Wassily Kandinsky;Weilheim - Marienplatz;02.05.2007;4,885,035
Pierre-Auguste Renoir;Mademoiselle Hélène Grimprel au ruban rouge;02.02.2010;4,884,783
Egon Schiele;Liegende Frau mit roter Hose und stehender weiblicher Akt;02.04.2008;4,883,782
Edvard Munch;Badende;02.04.2008;4,883,782
Alexej Jawlensky--Alexej von Jawlensky;Roter hut (Red hat);02.05.2014;4,883,431
Shang Yang;Boatmen;06.02.2011;4,876,788
Edgar Degas;Femme assise devant un piano;06.28.1999;4,876,563
Claude Monet;NympheasREPEAT SALE;06.28.1999;4,876,563
Maurice de Vlaminck;Le remorqueur à ChatouREPEAT SALE;02.06.2007;4,874,353
Kees van Dongen;Le chapeau bleu;02.06.2007;4,874,353
Giovanni Paolo Panini;Interior of Saint Peter′s, Rome, looking west towards the tomb of Saint Peter, with numerous worshippers and other figures in the nave (+ Interior of San Paolo fuori le Mura, Rome, looking down the nave towards the altar, with numerous worshippers,;07.07.2004;4,872,287
Pierre-Auguste Renoir;La jeune fille au banc;06.29.1999;4,871,937
Claude Monet;Automne à Jeufosse;05.07.2013;4,869,000
Alexander Calder;Untitled;05.14.2013;4,869,000
Joaquín Sorolla y Bastida;Buscando Mariscos, Playa De Valencia;11.08.2013;4,869,000
Yves Klein;IKB 64REPEAT SALE;11.12.2013;4,869,000
Pablo Picasso;Tête d′hommeREPEAT SALE;05.06.2014;4,869,000
Pablo Picasso;Portrait de Marie-ThérèseREPEAT SALE;05.07.2014;4,869,000
Auguste Rodin;Eve;05.07.2014;4,869,000
Keith Haring;Untitled (September 14, 1986);05.14.2014;4,869,000
Alfred Sisley;Le loing à moret;11.04.2014;4,869,000
Wayne Thiebaud;Hill Street (Day city);11.11.2014;4,869,000
Kazuo Shiraga;BB56;11.12.2014;4,869,000
Sam Francis;Red and PinkREPEAT SALE;11.12.2014;4,869,000
Willem de Kooning;Untitled XVIIIREPEAT SALE;11.13.2014;4,869,000
Pablo Picasso;étreinteREPEAT SALE;06.19.2013;4,866,954
Gustave Caillebotte;La Seine à Argenteuil, bateaux au mouillage;06.23.2010;4,861,183
Claude Monet;Bois d′oliviers au jardin Moreno;06.23.2010;4,861,183
Jasper Johns;Untitled;11.13.2007;4,857,000
Paul Gauguin;Cavalier devant la caseREPEAT SALE;05.08.2007;4,856,000
;Mountain lake;05.23.2007;4,856,000
Johann Joseph Zoffany--johan joseph zoffany;A group portrait of John, 14th Lord Willoughby de Broke, and his family (Circa 1765);11.17.1989;4,855,747
Zeng Fanzhi;Self-portrait;05.28.2011;4,854,767
Juan Gris;Tasse, verres et bouteille (Le journal);06.30.1999;4,853,520
Alexej Jawlensky--Alexej von Jawlensky;Mädchen mit roter Schleife (Girl with red ribbon)REPEAT SALE;02.08.2012;4,852,904
Henri Matisse;Nature morte, serviette à carreaux;11.05.2002;4,849,500
Joan Mitchell;La grande vallée XIII;12.03.2013;4,844,526
John Singer Sargent;Capri girl (Dans les oliviers, à Capri);05.22.1996;4,842,500
Pierre-Auguste Renoir;Géraniums dans une bassine de cuivre;11.08.1999;4,842,500
Winslow Homer;The red canoe;12.01.1999;4,842,500
Juan Gris;Verre et carte à jouerREPEAT SALE;05.05.2010;4,842,500
Andy Warhol;Shadow (Red);05.10.2011;4,842,500
Jackson Pollock;Search;05.02.1988;4,840,000
Pierre-Auguste Renoir;Jeune femme à l′ombrelle japonaise (Circa 1876);05.10.1988;4,840,000
Pierre-Auguste Renoir;Le printemps ou la conversation;11.11.1988;4,840,000
Pablo Picasso;Cruche, bol et citron;10.18.1989;4,840,000
Cy Twombly;Untitled;11.07.1990;4,840,000
Jasper Johns;Device circle;11.12.1991;4,840,000
Franz Xaver Messerschmidt;Ill humored man;01.27.2005;4,832,000
Claude Monet;Les bords de la Seine à Argenteuil;05.03.2005;4,832,000
Chuck Close;John;05.10.2005;4,832,000
Fernand Léger;Esquisse pour Le grand déjeuner;11.01.2005;4,832,000
Claude Monet;Plage de Juan-les-Pins;06.22.2004;4,829,244
Ed Ruscha;Mint (Red)REPEAT SALE;05.15.2013;4,827,750
Joseph Cornell;Magic Soap Bubble Set;05.15.2013;4,827,750
Hans Hofmann;Beatae Memoriae;05.15.2013;4,827,750
Fernand Léger;Le damier jaune;02.23.2009;4,824,235
George de Forest Brush;The Indian and the lily;12.01.2004;4,824,000
Henri Matisse;Jeune fille à la mauresque, robe verte;02.06.2013;4,821,638
Andy Warhol;Hammer and sickle;10.13.2007;4,819,193
Paul Gauguin;Les trois huttes, Tahiti;11.30.1987;4,818,100
;Kind (Child);02.15.2012;4,817,041
Zao Wou-Ki;17.04.64.;12.06.2009;4,810,495
Alberto Burri;Sacco;10.18.2013;4,807,969
Marc Chagall;L′arbre de Jessé;06.19.2012;4,807,845
Jacob Isaacksz van Ruysdael;Two undershot water-mills with men opening a sluice;12.08.2004;4,804,670
Max Beckmann;Anni (Mädchen mit Fächer);06.03.2005;4,802,540
Zhou Chunya;Sheepshearing;11.16.2011;4,799,590
;Untitled;02.09.2006;4,798,663
Francis Bacon;Painting March;06.04.2013;4,795,522
Li Keran;Landscape;06.04.2011;4,792,036
Lucio Fontana;Concetto spaziale, New York 26;02.10.2010;4,788,534
Henri de Toulouse-Lautrec;Danseuse ajustant son maillt (Le premier maillot);11.09.1994;4,787,500
Cy Twombly;Untitled - Bassano in Teverina (in 2 parts);11.11.2008;4,786,500
Joan Miró;Femme, oiseau;11.04.2009;4,786,500
Jean-Michel Basquiat;Man struck by lightning (Two witnesses)REPEAT SALE;05.11.2010;4,786,500
Mark Rothko;Untitled;05.11.2010;4,786,500
Willem de Kooning;Untitled;11.10.2010;4,786,500
Kano Naizen;Southern barbarians come to trade (pair in 12 parts);03.23.2011;4,786,500
Giorgio de Chirico;Ettore e Andromaca;05.04.2011;4,786,500
John Chamberlain;Nutcracker;05.09.2011;4,786,500
Richard Prince;Nurse on horseback;05.11.2011;4,786,500
Andy Warhol;Most wanted men no. 3, Ellis Ruiz B;05.11.2011;4,786,500
Tamara de Lempicka;Idylle (Le départ);11.01.2011;4,786,500
René Magritte;Le Territoire;11.02.2011;4,786,500
Henry Moore;Standing figure;11.02.2011;4,786,500
Alexander Calder;Sumac;11.08.2011;4,786,500
Pablo Picasso;Les courses à auteuilREPEAT SALE;06.19.2006;4,783,501
Jan van de Cappelle;Shipping in a calm at flushing with a states yacht firing a salute;12.13.1991;4,783,476
Govardhan;Five holy men (leaf from the St.Petersburg album);04.06.2011;4,783,379
Claude Monet;La route rouge près de MentonREPEAT SALE;06.23.2010;4,778,420
Ferdinand Hodler;Thunersee mit Stockhornkette;12.05.2006;4,776,666
Zao Wou-Ki;10.03.83 (diptych);04.06.2013;4,775,519
Henri Matisse;Océanie, la mer;06.21.2011;4,775,405
Wassily Kandinsky;Scharf-ruhig;06.21.2011;4,775,405
Shen Zhou;Farewell to Wu Kuan (w/3 titles and 15 colophons);05.28.2012;4,773,989
Andy Warhol;Brigitte Bardot;05.22.2012;4,759,430
Jeff Koons;Winter bears;02.16.2011;4,757,686
Marc Chagall;Animal dans les fleurs;05.07.2013;4,757,000
Ed Ruscha;Baltimore Oriole Securing Freshwater Fish;05.14.2013;4,757,000
Gino Severini;Etude pour Autoportrait au canotier;11.05.2014;4,757,000
Joseph Cornell;Aviary (Cockatoo and Watches);11.12.2014;4,757,000
Aert van der Neer;Frozen River at SunsetREPEAT SALE;01.29.2015;4,757,000
Bridget Riley;Chant 2REPEAT SALE;02.13.2014;4,756,413
;Selinunte;02.13.2014;4,756,413
Shitao;Tribe hunt;06.03.2010;4,755,142
Claude Monet;La Seine à Vétheuil;02.06.2006;4,750,661
;Marseille;06.25.2013;4,750,396
Telemaco Signorini;L′alzaia (The tow-path);11.18.2003;4,748,012
Claude Monet;Route de Monte-Carlo;11.06.2007;4,745,000
Fernand Léger;Dessin pour contraste de formes, composition II;11.06.2007;4,745,000
Paul Signac;La corne d′or. Le pont;11.07.2007;4,745,000
;Juive d′alger (L′italienne);11.07.2007;4,745,000
Joan Mitchell;Bracket (triptych)REPEAT SALE;05.13.2008;4,745,000
Yves Klein;MP 13;05.14.2008;4,745,000
Sandro Botticelli--Alessandro di Mariano Filipepi;Profile portrait of a woman;01.25.2007;4,744,000
Pablo Picasso;Homme à la pipe assis dans un fauteuil;05.08.2007;4,744,000
Roy Lichtenstein;Landscape with column;05.16.2007;4,744,000
Agnes Martin;The desert;05.16.2007;4,744,000
Jean Dubuffet;Paris MontparnasseREPEAT SALE;05.14.2002;4,739,500
Pablo Picasso;Buste de femme assise sur une chaise;05.09.2000;4,736,000
Joan Miró;La po,tesse;05.10.1995;4,732,500
Frederic Edwin Church;Untitled;05.27.1999;4,732,500
Frederic Remington;Attack on the supply wagons;11.30.1989;4,730,000
Ferdinand Hodler;Les Etangs longs bei Montana (Vue de Montana vers le Val d′Hérens et le Val d′Hérémence);06.17.2011;4,726,456
Italian School-Florentine (16);Hercules and the centaur (after Giambologna);07.09.2008;4,723,558
Yves Klein;Untitled blue monochrome (IKB 271)REPEAT SALE;06.30.2014;4,723,149
Qi Baishi;Pigeon, chrysanthemum and pot;11.22.2010;4,721,824
Willem de Kooning;Untitled XVIII;10.19.2008;4,721,057
Gerrit Dou;A sleeping dog beside a terracotta jug, a basket, a pair of clogs and a pile of kindling wood;05.25.2005;4,720,000
Canaletto--Bernardo Bellotto;The Piazza San Marco, Venice;01.26.2006;4,720,000
Vincent van Gogh;Les toitsREPEAT SALE;05.03.2006;4,720,000
Yves Klein;RE 46 (SIII);05.09.2006;4,720,000
Chen Jiru;Album of plum blossom (album of 16);07.14.2013;4,719,639
Auguste Rodin;Les Bourgeois de Calais, grandmodele;05.17.1990;4,719,000
Jan Davidsz de Heem;Flowers in a glass vase on a draped table, with a silver tazza, fruit, insects and birds;07.03.2012;4,717,902
Ferdinand Hodler;Linienherrlichkeit;06.27.2006;4,714,828
Claude Monet;La maison de l′artiste à Giverny;11.03.2004;4,711,500
Alexander Calder;Baby flat top;11.10.2004;4,711,500
Ernst Ludwig Kirchner;Variétéparade (Variety show);02.03.2010;4,711,025
Andy Warhol;Last Supper;02.08.2006;4,710,991
Claude Monet;Coucher de soleil à LavacourtREPEAT SALE;06.24.2008;4,710,874
Sanyu;Lotus et poissons rouges - lotus and red fish;10.06.2009;4,710,467
Sanyu;Pink plum blossoms & green branches;05.28.2011;4,710,234
Shen Quan;Deers (+ another′ 2 works);12.04.2010;4,706,941
Wang Meng;Boiling tea in the mountains;12.04.2010;4,706,941
Leng Jun;Portrait;12.01.2010;4,703,200
;Paysage du Port Lligat avec anges familiers et pêcheurs;12.07.2012;4,702,731
Damien Hirst;The black sheep with the golden horn;09.15.2008;4,697,179
Damien Hirst;Memories of/Moments with you (diptych);09.15.2008;4,697,179
Bartolomé Esteban Murillo;Saint Joseph and the christ child;12.14.1990;4,696,294
Pablo Picasso;Nature morteREPEAT SALE;06.23.2010;4,695,658
Claude Monet;Bords de la Seine à Port-VillezREPEAT SALE;05.08.2007;4,688,000
Egon Schiele;Liebespaar (mann und frau I);11.03.1993;4,677,500
Henri Matisse;Nu au turban (Henriette);11.11.1999;4,677,500
Alfred Sisley;Moret-sur-LoingREPEAT SALE;02.05.2008;4,676,909
Otto Dix;Die Elektrische (The electric tram);02.08.2012;4,675,586
Georges Braque;Paysage à l′Estaque;05.10.1989;4,675,000
Peter Doig;Night Fishing;05.13.2009;4,674,500
Edgar Degas;Avant la courseREPEAT SALE;11.04.2009;4,674,500
Mark Tansey;On photography (Homage to Susan sontag);11.10.2010;4,674,500
Jean-Michel Basquiat;Gas truck (triptych);05.11.2011;4,674,500
Donald Judd;Untitled (DSS 155)REPEAT SALE;11.09.2011;4,674,500
;Abstraktes BildREPEAT SALE;11.09.2011;4,674,500
;Abstraktes Bild Violett (600-2);05.08.2012;4,674,500
Henry Moore;Two Piece Reclining Figure No. 1;11.08.2012;4,674,500
Valentin Aleksandrovich Serov--Valentin Alexandrovich Serov;Portrait of Oskar and Roza Gruzenberg;12.06.2012;4,673,500
Pablo Picasso;Tête d′hommeREPEAT SALE;06.18.2013;4,673,147
Joan Miró;Personnages et l′étoile;06.23.2003;4,667,443
Camille Pissarro;Pommiers à éragny;02.07.2012;4,662,887
Wassily Kandinsky;Thema: SpitzREPEAT SALE;02.07.2012;4,662,887
Marc Chagall;St. Jeannet;02.07.2012;4,662,887
Damien Hirst;Lullaby Winter;02.11.2015;4,647,742
René Magritte;Ceci n′est pas une pomme (This is not an apple)REPEAT SALE;02.06.2013;4,645,462
Pablo Picasso;Baigneuse sur la plage;11.04.2013;4,645,000
Claude Monet;Coucher de Soleil à Pourville, pleine merREPEAT SALE;11.06.2013;4,645,000
John Chamberlain;Candy Andy;11.13.2013;4,645,000
Georges Braque;Atelier I;05.06.2014;4,645,000
Paul Cézanne;Marronniers et ferme du Jas de BouffanREPEAT SALE;05.06.2014;4,645,000
Richard Prince;If I Die;05.12.2014;4,645,000
Andy Warhol;Self-portrait;05.14.2014;4,645,000
John Currin;Miss Fenwick;05.14.2014;4,645,000
Jeff Koons;Popples;05.15.2014;4,645,000
Joan Miró;Personnage gothique, oiseau éclair;11.04.2014;4,645,000
Georges Braque;Guitare et rhum;11.05.2014;4,645,000
Mark Grotjahn;Untitled (Grey white and yellow lined over blue green face 809);11.11.2014;4,645,000
Alexander Calder;The blue comb (Le peigne bleu);11.11.2014;4,645,000
Richard Prince;Another opinion;11.11.2014;4,645,000
Wade Guyton;Untitled;11.13.2014;4,645,000
Pierre-Auguste Renoir;Nature morte, fleurs et fruitsREPEAT SALE;06.24.2009;4,641,750
Zao Wou-Ki;11.03.65.;11.23.2013;4,638,144
Lee Man Fong;Bali Life;11.23.2013;4,638,144
;Ohne Titel (Aus der Serie Hand-painted pictures) (Untitled (From the Series Hand-painted pictures));10.13.2014;4,635,060
René Magritte;Shéhérazade;06.20.2012;4,634,831
John Chamberlain;Big E;11.14.2007;4,633,000
Paul Signac;Venise, la douane de merREPEAT SALE;05.07.2008;4,633,000
Georg Baselitz;B.J.M.C.- Bonjour Monsieur Courbet;05.14.2008;4,633,000
Amedeo Modigliani;Jeune fille à la chemise rayé;04.03.1989;4,632,750
Pablo Picasso;Les courses;05.07.2002;4,629,500
Donald Judd;Untitled (in 6 parts);05.14.2002;4,629,500
Andy Warhol;Lavender Marilyn (1);11.12.2002;4,629,500
David Teniers II;Archduke Leopold Wilhelm and the artist in the archducal picture gallery in Brussels;07.08.1999;4,627,063
Huai Su;Calligraphy in cursive script (Manuscript copied by people in Song dynasty) (album w/45 works);07.17.2011;4,627,050
Andy Warhol;Group of five Campbell′s Soup cans;11.15.2000;4,626,000
Vincent van Gogh;Flowers in a vaseREPEAT SALE;05.10.2000;4,625,750
Robert Delaunay;Les fenêtres simultanees;05.10.2000;4,625,750
Natalia Sergeevna Goncharova;Still Life (Bluebells)REPEAT SALE;05.28.2012;4,625,085
Pablo Picasso;Femme couchee a la meche blonde;05.10.1994;4,622,500
Pablo Picasso;Femme au costume turc dans un fauteuil;11.08.1995;4,622,500
Maurice de Vlaminck;La danseuse du ′rat mort;11.13.1997;4,622,500
Wassily Kandinsky;Engel des jüngsten gerichts (Circa 1911);05.10.1989;4,620,000
Claude Monet;Matin sur la Seine a Giverny;05.10.1989;4,620,000
Pierre-Auguste Renoir;Portrait de Gabrielle (jeune fille aux fleurs);11.15.1989;4,620,000
Ernst Ludwig Kirchner;Zwei nackte Mädchen in flacher Wanne (+ Elbkähne vor gelben Haüsern, Dresden, verso);02.02.2010;4,617,058
Diego Rodriguez de Silva y Velasquez--Diego Rodríguez de Silva y Velázquez;Portrait of a gentleman in a black tunic and white golilla collar;12.07.2011;4,613,567
Wu Guanzhong;Cliffs;06.03.2011;4,610,995
Henri Matisse;Anémones au miroir noirREPEAT SALE;11.07.2001;4,610,325
Gerard (I) Ter Borch;The music lesson;07.03.1997;4,609,650
Amedeo Modigliani;Donna con collana rossa;05.04.2005;4,608,000
Jeff Koons;Aqualung;05.09.2006;4,608,000
